summary_level,soc_code,title,employment_2013,employment_2015,change_net,change_percent,annual_avg_openings_total,annual_avg_openings_growth,annual_avg_openings_replacement,annual_wages_2013_mean,annual_wages_2013_median,annual_wages_2013_entry,annual_wages_2013_experienced,typical_entry_education,work_experience,training_needed
4,51-9123,"Painting, Coating, and Decorating Workers",300,310,10,0.033333333,20,10,10,36450,36100,20660,44340,Less than high school,None,Moderate-term on-the-job training
4,51-9151,Photographic Process Workers and Processing Machine Operators,1220,1250,30,0.024590164,60,20,40,38220,32070,21510,46580,High school diploma or equivalent,None,Short-term on-the-job training
4,51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",550,550,0,0,20,0,20,37020,29180,21730,44660,High school diploma or equivalent,None,Long-term on-the-job training
4,51-9196,"Paper Goods Machine Setters, Operators, and Tenders",440,420,-20,-0.045454545,0,0,0,30680,30280,20640,35710,High school diploma or equivalent,None,Moderate-term on-the-job training
4,51-9198,Helpers--Production Workers,2590,2650,60,0.023166023,80,30,50,23580,19260,16900,26920,Less than high school,None,Short-term on-the-job training
4,51-9199,"Production Workers, All Other",1110,1140,30,0.027027027,40,10,30,32120,28470,17910,39230,High school diploma or equivalent,None,Moderate-term on-the-job training
2,53-0000,Transportation and Material Moving Occupations,203730,207110,3380,0.016590586,6500,1770,4730,45430,37260,21280,57500, , , 
3,53-1000,Supervisors of Transportation and Material Moving Workers,8470,8600,130,0.015348288,270,60,210,n/a,n/a,n/a,n/a, , , 
4,53-1021,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",2360,2410,50,0.021186441,90,30,60,55320,54810,35260,65340,High school diploma or equivalent,Less than 5 years,None
4,53-1031,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,5930,6000,70,0.011804384,190,40,150,70490,74480,42300,84590,High school diploma or equivalent,Less than 5 years,None
3,53-2000,Air Transportation Workers,14330,14260,-70,-0.004884857,290,10,280,n/a,n/a,n/a,n/a, , , 
4,53-2011,"Airline Pilots, Copilots, and Flight Engineers",4350,4320,-30,-0.006896552,110,0,110,170260,157340,102320,">$187,200",Bachelor's degree,Less than 5 years,Moderate-term on-the-job training
4,53-2022,Airfield Operations Specialists,410,410,0,0,20,0,20,57710,55210,38720,67210,High school diploma or equivalent,None,Long-term on-the-job training
4,53-2031,Flight Attendants,9110,9050,-60,-0.006586169,140,0,140,40330,36690,31190,44900,High school diploma or equivalent,Less than 5 years,Moderate-term on-the-job training
3,53-3000,Motor Vehicle Operators,85080,86950,1870,0.021979314,2170,940,1230,n/a,n/a,n/a,n/a, , , 
4,53-3021,"Bus Drivers, Transit and Intercity",16010,16190,180,0.011242973,350,90,260,53800,59120,32270,64570,High school diploma or equivalent,None,Moderate-term on-the-job training
4,53-3022,"Bus Drivers, School or Special Client",12530,12940,410,0.032721468,410,210,200,40870,37850,27220,47700,High school diploma or equivalent,None,Short-term on-the-job training
4,53-3031,Driver/Sales Workers,8350,8660,310,0.037125749,290,160,130,26790,22530,16970,31700,High school diploma or equivalent,None,Short-term on-the-job training
4,53-3032,Heavy and Tractor-Trailer Truck Drivers,13690,14030,340,0.024835646,380,170,210,46940,44940,27550,56630,Postsecondary non-degree award,None,Short-term on-the-job training
4,53-3033,Light Truck or Delivery Services Drivers,17060,17400,340,0.01992966,430,170,260,41200,39010,21880,50860,High school diploma or equivalent,None,Short-term on-the-job training
4,53-3041,Taxi Drivers and Chauffeurs,15460,15680,220,0.014230272,240,110,130,34200,31280,21330,40630,Less than high school,None,Short-term on-the-job training
3,53-4000,Rail Transportation Workers,9290,9290,0,0,280,10,270,n/a,n/a,n/a,n/a, , , 
4,53-4011,Locomotive Engineers,630,630,0,0,20,0,20,n/a,n/a,n/a,n/a,High school diploma or equivalent,Less than 5 years,Moderate-term on-the-job training
3,53-5000,Water Transportation Workers,2760,2710,-50,-0.018115942,80,0,80,n/a,n/a,n/a,n/a, , , 
4,53-5011,Sailors and Marine Oilers,1080,1060,-20,-0.018518519,40,0,40,61090,58650,46660,68300,Less than high school,None,Moderate-term on-the-job training
4,53-5021,"Captains, Mates, and Pilots of Water Vessels",1170,1150,-20,-0.017094017,30,0,30,83910,83680,55080,98330,Bachelor's degree,None,None
4,53-5031,Ship Engineers,460,450,-10,-0.02173913,20,0,20,90570,91030,70360,100680,Bachelor's degree,None,None
3,53-6000,Other Transportation Workers,18070,18430,360,0.019922524,960,180,780,n/a,n/a,n/a,n/a, , , 
4,53-6021,Parking Lot Attendants,10420,10710,290,0.027831094,690,150,540,23300,21410,17060,26420,Less than high school,None,Short-term on-the-job training
4,53-6031,Automotive and Watercraft Service Attendants,1000,1020,20,0.02,40,10,30,22340,20660,17050,24990,Less than high school,None,Short-term on-the-job training
4,53-6041,Traffic Technicians,1360,1380,20,0.014705882,70,10,60,48230,39330,24000,60340,High school diploma or equivalent,None,Moderate-term on-the-job training
4,53-6051,Transportation Inspectors,3640,3650,10,0.002747253,120,0,120,69010,69350,59950,73540,High school diploma or equivalent,None,Moderate-term on-the-job training
4,53-6061,"Transportation Attendants, Except Flight Attendants",1290,1300,10,0.007751938,20,0,20,29700,30430,19710,34690,High school diploma or equivalent,None,Short-term on-the-job training
3,53-7000,Material Moving Workers,65730,66870,1140,0.017343679,2440,570,1870,n/a,n/a,n/a,n/a, , , 
4,53-7051,Industrial Truck and Tractor Operators,3490,3510,20,0.005730659,90,10,80,41510,38290,23150,50700,Less than high school,None,Short-term on-the-job training
4,53-7061,Cleaners of Vehicles and Equipment,7010,7070,60,0.008559201,250,30,220,41460,49950,20180,52100,Less than high school,None,Short-term on-the-job training
4,53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",33830,34590,760,0.022465268,1460,380,1080,36420,27320,18850,45210,Less than high school,None,Short-term on-the-job training
4,53-7063,Machine Feeders and Offbearers,520,520,0,0,10,0,10,26750,24150,18980,30630,Less than high school,None,Short-term on-the-job training
4,53-7064,"Packers and Packagers, Hand",11250,11540,290,0.025777778,450,140,310,22750,20040,17130,25570,Less than high school,None,Short-term on-the-job training
4,53-7081,Refuse and Recyclable Material Collectors,8380,8380,0,0,150,0,150,60890,65440,45540,68560,Less than high school,None,Short-term on-the-job training
4,53-7199,"Material Moving Workers, All Other",670,680,10,0.014925373,30,10,20,42180,43980,34610,45960,Less than high school,None,Short-term on-the-job training
