summary_level,soc_code,title,employment_2013,employment_2015,change_net,change_percent,annual_avg_openings_total,annual_avg_openings_growth,annual_avg_openings_replacement,annual_wages_2013_mean,annual_wages_2013_median,annual_wages_2013_entry,annual_wages_2013_experienced,typical_entry_education,work_experience,training_needed
4,41-9021,Real Estate Brokers,4440,4510,70,0.015765766,70,30,40,120370,101610,49240,155930,High school diploma or equivalent,Less than 5 years,None
4,41-9022,Real Estate Sales Agents,13920,14140,220,0.015804598,250,110,140,88080,72330,42060,111090,High school diploma or equivalent,None,Long-term on-the-job training
4,41-9031,Sales Engineers,1570,1640,70,0.044585987,60,30,30,114940,112970,81740,131540,Bachelor's degree,None,Moderate-term on-the-job training
4,41-9041,Telemarketers,3870,3920,50,0.012919897,110,20,90,29020,27160,18780,34140,Less than high school,None,Short-term on-the-job training
4,41-9099,"Sales and Related Workers, All Other",1890,1890,0,0,30,0,30,32340,19820,17510,39760,High school diploma or equivalent,None,None
2,43-0000,Office and Administrative Support Occupations,715300,724370,9070,0.012679994,20930,6060,14870,41460,37880,23020,50680, , , 
3,43-1000,Supervisors of Office and Administrative Support Workers,54810,56240,1430,0.02609013,1990,710,1280,n/a,n/a,n/a,n/a, , , 
4,43-1011,First-Line Supervisors of Office and Administrative Support Workers,54810,56240,1430,0.02609013,1990,710,1280,66510,62400,43980,77780,High school diploma or equivalent,Less than 5 years,None
3,43-2000,Communications Equipment Operators,4190,4110,-80,-0.019093079,80,0,80,n/a,n/a,n/a,n/a, , , 
4,43-2011,"Switchboard Operators, Including Answering Service",3530,3460,-70,-0.019830028,60,0,60,33600,33380,20640,40090,High school diploma or equivalent,None,Short-term on-the-job training
3,43-3000,Financial Clerks,89120,91050,1930,0.021656194,2720,1060,1660,n/a,n/a,n/a,n/a, , , 
4,43-3011,Bill and Account Collectors,7740,7960,220,0.028423773,320,110,210,46140,44320,30350,54040,High school diploma or equivalent,None,Moderate-term on-the-job training
4,43-3021,Billing and Posting Clerks,13640,14140,500,0.036656891,470,250,220,41290,40030,29600,47140,High school diploma or equivalent,None,Short-term on-the-job training
4,43-3031,"Bookkeeping, Accounting, and Auditing Clerks",48270,49480,1210,0.02506733,1040,600,440,43460,42490,28160,51120,High school diploma or equivalent,None,Moderate-term on-the-job training
4,43-3051,Payroll and Timekeeping Clerks,4370,4530,160,0.036613272,170,80,90,45730,45260,29510,53840,High school diploma or equivalent,None,Moderate-term on-the-job training
4,43-3071,Tellers,11570,11380,-190,-0.01642178,600,0,600,26700,26300,20380,29860,High school diploma or equivalent,None,Short-term on-the-job training
4,43-3099,"Financial Clerks, All Other",1960,1960,0,0,50,0,50,54170,53150,33090,64710,High school diploma or equivalent,None,Short-term on-the-job training
3,43-4000,Information and Record Clerks,163030,165460,2430,0.014905232,5570,1490,4080,n/a,n/a,n/a,n/a, , , 
4,43-4011,Brokerage Clerks,7220,7000,-220,-0.030470914,190,0,190,49600,50330,30400,59210,High school diploma or equivalent,None,Moderate-term on-the-job training
4,43-4031,"Court, Municipal, and License Clerks",2790,2790,0,0,40,0,40,69510,76860,44070,82220,High school diploma or equivalent,None,Moderate-term on-the-job training
4,43-4041,"Credit Authorizers, Checkers, and Clerks",1790,1760,-30,-0.016759777,20,0,20,48990,46040,39390,53790,High school diploma or equivalent,None,Short-term on-the-job training
4,43-4051,Customer Service Representatives,62700,64170,1470,0.023444976,2380,730,1650,40240,37090,24390,48170,High school diploma or equivalent,None,Short-term on-the-job training
4,43-4061,"Eligibility Interviewers, Government Programs",5350,5380,30,0.005607477,120,20,100,42220,38530,34390,46130,High school diploma or equivalent,None,Moderate-term on-the-job training
4,43-4071,File Clerks,5480,5450,-30,-0.005474453,130,0,130,31600,31410,19280,37760,High school diploma or equivalent,None,Short-term on-the-job training
4,43-4081,"Hotel, Motel, and Resort Desk Clerks",3320,3550,230,0.069277108,280,120,160,39150,39940,26660,45400,High school diploma or equivalent,None,Short-term on-the-job training
4,43-4111,"Interviewers, Except Eligibility and Loan",7460,7550,90,0.012064343,190,50,140,36090,37040,23360,42460,High school diploma or equivalent,None,Short-term on-the-job training
4,43-4121,"Library Assistants, Clerical",2160,2200,40,0.018518519,120,20,100,25860,21980,16910,30340,High school diploma or equivalent,None,Short-term on-the-job training
4,43-4131,Loan Interviewers and Clerks,3970,3980,10,0.002518892,40,10,30,42280,45390,24970,50940,High school diploma or equivalent,None,Short-term on-the-job training
4,43-4141,New Accounts Clerks,670,660,-10,-0.014925373,20,0,20,40350,39280,32340,44360,High school diploma or equivalent,None,Moderate-term on-the-job training
4,43-4151,Order Clerks,3990,3980,-10,-0.002506266,100,0,100,33740,32300,21180,40020,High school diploma or equivalent,None,Short-term on-the-job training
4,43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",3650,3690,40,0.010958904,100,20,80,41360,41000,29450,47310,High school diploma or equivalent,None,Short-term on-the-job training
4,43-4171,Receptionists and Information Clerks,39840,40900,1060,0.026606426,1660,530,1130,30950,29850,22480,35180,High school diploma or equivalent,None,Short-term on-the-job training
4,43-4181,Reservation and Transportation Ticket Agents and Travel Clerks,8900,8710,-190,-0.021348315,130,0,130,35160,33560,23470,41000,High school diploma or equivalent,None,Short-term on-the-job training
4,43-4199,"Information and Record Clerks, All Other",3560,3510,-50,-0.014044944,60,0,60,43440,43860,33200,48560,High school diploma or equivalent,None,Short-term on-the-job training
3,43-5000,"Material Recording, Scheduling, Dispatching, and Distributing Workers",104320,105220,900,0.008627301,3790,970,2820,n/a,n/a,n/a,n/a, , , 
4,43-5011,Cargo and Freight Agents,4430,4570,140,0.031602709,190,70,120,44810,44340,28630,52910,High school diploma or equivalent,None,Short-term on-the-job training
4,43-5021,Couriers and Messengers,6900,6790,-110,-0.015942029,80,0,80,28380,25230,17250,33950,High school diploma or equivalent,None,Short-term on-the-job training
4,43-5031,"Police, Fire, and Ambulance Dispatchers",1800,1810,10,0.005555556,60,10,50,43210,43210,37010,46310,High school diploma or equivalent,None,Moderate-term on-the-job training
4,43-5032,"Dispatchers, Except Police, Fire, and Ambulance",6300,6410,110,0.017460317,220,50,170,49770,41950,25120,62100,High school diploma or equivalent,None,Moderate-term on-the-job training
4,43-5041,"Meter Readers, Utilities",740,700,-40,-0.054054054,20,0,20,48060,46510,33600,55290,High school diploma or equivalent,None,Short-term on-the-job training
4,43-5051,Postal Service Clerks,2030,1880,-150,-0.073891626,30,0,30,51670,53820,46840,54080,High school diploma or equivalent,None,Short-term on-the-job training
4,43-5052,Postal Service Mail Carriers,7190,6750,-440,-0.061196106,240,0,240,55630,57270,52390,57250,High school diploma or equivalent,None,Short-term on-the-job training
4,43-5053,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",4460,4150,-310,-0.069506726,40,0,40,53180,53810,51390,54080,High school diploma or equivalent,None,Short-term on-the-job training
4,43-5061,"Production, Planning, and Expediting Clerks",8860,9060,200,0.022573363,320,100,220,55780,52870,33810,66770,High school diploma or equivalent,None,Moderate-term on-the-job training
4,43-5071,"Shipping, Receiving, and Traffic Clerks",17770,18030,260,0.014631401,590,130,460,33080,29520,18980,40120,High school diploma or equivalent,None,Short-term on-the-job training
4,43-5081,Stock Clerks and Order Fillers,43300,44490,1190,0.027482679,1970,590,1380,23790,20040,17040,27160,Less than high school,None,Short-term on-the-job training
4,43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",560,580,20,0.035714286,20,10,10,29670,27590,17990,35510,High school diploma or equivalent,None,Short-term on-the-job training
3,43-6000,Secretaries and Administrative Assistants,145660,147560,1900,0.013044075,2910,1180,1730,n/a,n/a,n/a,n/a, , , 
4,43-6011,Executive Secretaries and Executive Administrative Assistants,44620,44310,-310,-0.006947557,530,0,530,68280,67780,49670,77580,High school diploma or equivalent,Less than 5 years,None
4,43-6012,Legal Secretaries,10340,10180,-160,-0.015473888,120,0,120,62550,64000,44980,71340,High school diploma or equivalent,None,Moderate-term on-the-job training
4,43-6013,Medical Secretaries,2940,3080,140,0.047619048,110,70,40,42610,42470,33610,47100,High school diploma or equivalent,None,Moderate-term on-the-job training
4,43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",87760,89990,2230,0.02541021,2150,1110,1040,38820,38640,26100,45190,High school diploma or equivalent,None,Short-term on-the-job training
3,43-9000,Other Office and Administrative Support Workers,154180,154730,550,0.003567259,3860,640,3220,n/a,n/a,n/a,n/a, , , 
4,43-9011,Computer Operators,2370,2290,-80,-0.033755274,30,0,30,44160,44040,29540,51460,High school diploma or equivalent,None,Moderate-term on-the-job training
4,43-9021,Data Entry Keyers,7090,6780,-310,-0.043723554,100,0,100,33710,32300,24010,38560,High school diploma or equivalent,None,Moderate-term on-the-job training
4,43-9022,Word Processors and Typists,3340,3200,-140,-0.041916168,20,0,20,41650,38360,27820,48570,High school diploma or equivalent,None,Short-term on-the-job training
4,43-9031,Desktop Publishers,820,820,0,0,20,0,20,56000,55070,35500,66250,Associate's degree,None,Short-term on-the-job training
4,43-9041,Insurance Claims and Policy Processing Clerks,3180,3200,20,0.006289308,90,10,80,42700,42390,30300,48900,High school diploma or equivalent,None,Moderate-term on-the-job training
4,43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",5050,4990,-60,-0.011881188,120,0,120,33310,32060,23820,38050,High school diploma or equivalent,None,Short-term on-the-job training
4,43-9061,"Office Clerks, General",108730,109970,1240,0.011404396,2860,620,2240,30910,29850,19240,36740,High school diploma or equivalent,None,Short-term on-the-job training
4,43-9071,"Office Machine Operators, Except Computer",3480,3450,-30,-0.00862069,80,0,80,31610,30090,19380,37730,High school diploma or equivalent,None,Short-term on-the-job training
4,43-9081,Proofreaders and Copy Markers,1230,1220,-10,-0.008130081,20,0,20,42380,40640,27960,49590,Bachelor's degree,None,None
4,43-9111,Statistical Assistants,1030,1060,30,0.029126214,50,20,30,49690,47080,35340,56870,Bachelor's degree,None,None
4,43-9199,"Office and Administrative Support Workers, All Other",17850,17760,-90,-0.005042017,500,0,500,34700,34880,28420,37840,High school diploma or equivalent,None,Short-term on-the-job training
2,45-0000,"Farming, Fishing, and Forestry Occupations",1930,1870,-60,-0.031088083,50,0,50,46130,45810,23970,57210, , , 
3,45-2000,Agricultural Workers,1010,980,-30,-0.02970297,30,0,30,n/a,n/a,n/a,n/a, , , 
3,45-4000,"Forest, Conservation, and Logging Workers",660,620,-40,-0.060606061,10,0,10,n/a,n/a,n/a,n/a, , , 
2,47-0000,Construction and Extraction Occupations,142720,146460,3740,0.026205157,4240,1870,2370,67110,65220,34120,83600, , , 
3,47-1000,Supervisors of Construction and Extraction Workers,11780,12070,290,0.024617997,280,140,140,n/a,n/a,n/a,n/a, , , 
4,47-1011,First-Line Supervisors of Construction Trades and Extraction Workers,11780,12070,290,0.024617997,280,140,140,88230,86930,54930,104880,High school diploma or equivalent,5 years or more,None
3,47-2000,Construction Trades Workers,113420,116390,2970,0.026185858,3400,1490,1910,n/a,n/a,n/a,n/a, , , 
4,47-2021,Brickmasons and Blockmasons,2780,2910,130,0.04676259,90,60,30,72580,77310,41570,88090,High school diploma or equivalent,None,Apprenticeship
4,47-2022,Stonemasons,580,590,10,0.017241379,20,10,10,70750,70650,61700,75280,High school diploma or equivalent,None,Apprenticeship
4,47-2031,Carpenters,24440,25080,640,0.026186579,630,320,310,66180,64460,37070,80740,High school diploma or equivalent,None,Apprenticeship
4,47-2044,Tile and Marble Setters,1300,1330,30,0.023076923,30,10,20,71140,80900,37130,88150,Less than high school,None,Long-term on-the-job training
4,47-2051,Cement Masons and Concrete Finishers,1560,1610,50,0.032051282,40,20,20,61770,66060,24180,80570,Less than high school,None,Moderate-term on-the-job training
4,47-2061,Construction Laborers,27860,28660,800,0.028715004,990,400,590,59470,62180,29060,74680,Less than high school,None,Short-term on-the-job training
4,47-2071,"Paving, Surfacing, and Tamping Equipment Operators",860,870,10,0.011627907,20,10,10,75310,82180,56040,84940,High school diploma or equivalent,None,Moderate-term on-the-job training
4,47-2073,Operating Engineers and Other Construction Equipment Operators,2930,2980,50,0.017064846,90,30,60,102970,101290,69670,119610,High school diploma or equivalent,None,Moderate-term on-the-job training
4,47-2081,Drywall and Ceiling Tile Installers,1220,1240,20,0.016393443,20,10,10,49140,37990,28230,59590,Less than high school,None,Moderate-term on-the-job training
4,47-2082,Tapers,790,800,10,0.012658228,20,10,10,85480,87590,71990,92230,Less than high school,None,Moderate-term on-the-job training
4,47-2111,Electricians,18640,19120,480,0.025751073,580,240,340,82700,92250,49550,99270,High school diploma or equivalent,None,Apprenticeship
4,47-2121,Glaziers,1550,1590,40,0.025806452,60,20,40,41380,38790,26390,48870,High school diploma or equivalent,None,Apprenticeship
4,47-2132,"Insulation Workers, Mechanical",390,410,20,0.051282051,20,10,10,65720,59950,26700,85230,High school diploma or equivalent,None,Apprenticeship
4,47-2141,"Painters, Construction and Maintenance",9420,9680,260,0.027600849,270,130,140,52870,47860,30060,64270,Less than high school,None,Moderate-term on-the-job training
4,47-2142,Paperhangers,290,290,0,0,10,0,10,43990,44200,26170,52890,High school diploma or equivalent,None,Moderate-term on-the-job training
4,47-2152,"Plumbers, Pipefitters, and Steamfitters",9190,9430,240,0.026115343,240,120,120,70030,68480,41650,84220,High school diploma or equivalent,None,Apprenticeship
4,47-2161,Plasterers and Stucco Masons,550,560,10,0.018181818,10,10,0,73390,80360,52290,83940,Less than high school,None,Long-term on-the-job training
4,47-2181,Roofers,1370,1380,10,0.00729927,40,10,30,55360,37850,25590,70250,Less than high school,None,Moderate-term on-the-job training
4,47-2211,Sheet Metal Workers,2250,2300,50,0.022222222,70,30,40,62400,52210,37250,74970,High school diploma or equivalent,None,Apprenticeship
4,47-2221,Structural Iron and Steel Workers,1710,1740,30,0.01754386,80,20,60,85870,86660,70100,93750,High school diploma or equivalent,None,Apprenticeship
3,47-3000,"Helpers, Construction Trades",7230,7490,260,0.035961272,270,130,140,n/a,n/a,n/a,n/a, , , 
4,47-3011,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",750,800,50,0.066666667,30,20,10,41010,36160,31680,45670,Less than high school,None,Short-term on-the-job training
4,47-3012,Helpers--Carpenters,690,710,20,0.028985507,20,10,10,29410,30220,20700,33770,Less than high school,None,Short-term on-the-job training
4,47-3013,Helpers--Electricians,2920,3040,120,0.04109589,120,60,60,37420,34390,26320,42970,High school diploma or equivalent,None,Short-term on-the-job training
4,47-3015,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",2170,2240,70,0.032258065,80,40,40,31040,27540,21060,36040,High school diploma or equivalent,None,Short-term on-the-job training
3,47-4000,Other Construction and Related Workers,10150,10370,220,0.021674877,290,110,180,n/a,n/a,n/a,n/a, , , 
4,47-4011,Construction and Building Inspectors,2760,2810,50,0.018115942,70,20,50,65340,61860,43830,76090,High school diploma or equivalent,5 years or more,Moderate-term on-the-job training
4,47-4021,Elevator Installers and Repairers,2420,2490,70,0.02892562,70,30,40,77250,75530,52840,89460,High school diploma or equivalent,None,Apprenticeship
4,47-4041,Hazardous Materials Removal Workers,1690,1760,70,0.041420118,70,40,30,59950,65150,37380,71240,High school diploma or equivalent,None,Moderate-term on-the-job training
2,49-0000,"Installation, Maintenance, and Repair Occupations",122490,124080,1590,0.012980651,3430,880,2550,52860,49430,29120,64730, , , 
3,49-1000,"Supervisors of Installation, Maintenance, and Repair Workers",10450,10540,90,0.00861244,310,50,260,n/a,n/a,n/a,n/a, , , 
4,49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",10450,10540,90,0.00861244,310,50,260,78130,80650,53050,90670,High school diploma or equivalent,Less than 5 years,None
3,49-2000,"Electrical and Electronic Equipment Mechanics, Installers, and Repairers",16330,16490,160,0.009797918,400,80,320,n/a,n/a,n/a,n/a, , , 
4,49-2011,"Computer, Automated Teller, and Office Machine Repairers",4140,4180,40,0.009661836,110,20,90,42660,42150,30560,48720,"Some college, no degree",None,None
4,49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",5990,6050,60,0.010016694,130,30,100,70600,76640,47860,81980,Postsecondary non-degree award,None,Moderate-term on-the-job training
4,49-2093,"Electrical and Electronics Installers and Repairers, Transportation Equipment",640,640,0,0,10,0,10,68730,69900,67100,69550,Postsecondary non-degree award,None,Long-term on-the-job training
4,49-2098,Security and Fire Alarm Systems Installers,1200,1240,40,0.033333333,40,20,20,59300,49600,35440,71230,High school diploma or equivalent,None,Moderate-term on-the-job training
3,49-3000,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",19180,19270,90,0.004692388,510,60,450,n/a,n/a,n/a,n/a, , , 
4,49-3011,Aircraft Mechanics and Service Technicians,1610,1590,-20,-0.01242236,40,0,40,57340,56830,48600,61720,Postsecondary non-degree award,None,None
4,49-3021,Automotive Body and Related Repairers,1840,1860,20,0.010869565,40,10,30,32800,29320,20740,38840,High school diploma or equivalent,None,Moderate-term on-the-job training
4,49-3023,Automotive Service Technicians and Mechanics,9090,9120,30,0.00330033,240,10,230,41720,35450,21410,51870,High school diploma or equivalent,None,Long-term on-the-job training
4,49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,4650,4710,60,0.012903226,130,30,100,60380,62050,44030,68550,High school diploma or equivalent,None,Long-term on-the-job training
4,49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",390,390,0,0,10,0,10,62460,62730,41070,73150,High school diploma or equivalent,None,Long-term on-the-job training
3,49-9000,"Other Installation, Maintenance, and Repair Occupations",76540,77780,1240,0.016200679,2210,690,1520,n/a,n/a,n/a,n/a, , , 
4,49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",1710,1700,-10,-0.005847953,50,0,50,67160,67180,46860,77310,High school diploma or equivalent,None,Moderate-term on-the-job training
4,49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",5990,6100,110,0.01836394,200,50,150,58440,60240,33500,70910,Postsecondary non-degree award,None,Long-term on-the-job training
4,49-9031,Home Appliance Repairers,1660,1700,40,0.024096386,60,20,40,33280,34020,19560,40140,High school diploma or equivalent,None,Moderate-term on-the-job training
4,49-9041,Industrial Machinery Mechanics,1240,1280,40,0.032258065,50,20,30,52550,48240,29040,64300,High school diploma or equivalent,None,Long-term on-the-job training
4,49-9043,"Maintenance Workers, Machinery",1040,1080,40,0.038461538,40,20,20,60190,54640,33760,73410,High school diploma or equivalent,None,Moderate-term on-the-job training
4,49-9044,Millwrights,370,380,10,0.027027027,20,10,10,62190,56170,38520,74020,High school diploma or equivalent,None,Apprenticeship
4,49-9052,Telecommunications Line Installers and Repairers,7570,7440,-130,-0.017173052,180,0,180,68120,78840,38090,83140,High school diploma or equivalent,None,Long-term on-the-job training
4,49-9062,Medical Equipment Repairers,500,520,20,0.04,20,10,10,52950,50270,40680,59080,Associate's degree,None,Moderate-term on-the-job training
4,49-9071,"Maintenance and Repair Workers, General",46940,47930,990,0.021090754,1270,490,780,43990,43170,27490,52240,High school diploma or equivalent,None,Long-term on-the-job training
4,49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",1020,1030,10,0.009803922,20,10,10,43380,33610,26440,51840,High school diploma or equivalent,None,Short-term on-the-job training
4,49-9094,Locksmiths and Safe Repairers,530,540,10,0.018867925,30,10,20,40820,41620,23890,49280,High school diploma or equivalent,None,Long-term on-the-job training
4,49-9098,"Helpers--Installation, Maintenance, and Repair Workers",2480,2530,50,0.02016129,120,30,90,35870,31620,20800,43410,High school diploma or equivalent,None,Moderate-term on-the-job training
4,49-9099,"Installation, Maintenance, and Repair Workers, All Other",970,980,10,0.010309278,30,10,20,51970,50260,32200,61860,High school diploma or equivalent,None,Moderate-term on-the-job training
2,51-0000,Production Occupations,88920,90230,1310,0.014732344,2540,810,1730,36130,29480,18430,44970, , , 
3,51-1000,Supervisors of Production Workers,5720,5790,70,0.012237762,120,40,80,n/a,n/a,n/a,n/a, , , 
4,51-1011,First-Line Supervisors of Production and Operating Workers,5720,5790,70,0.012237762,120,40,80,67680,65360,38220,82410,Postsecondary non-degree award,Less than 5 years,None
3,51-2000,Assemblers and Fabricators,8010,8160,150,0.018726592,220,80,140,n/a,n/a,n/a,n/a, , , 
4,51-2022,Electrical and Electronic Equipment Assemblers,1290,1330,40,0.031007752,40,20,20,29020,25670,17950,34550,High school diploma or equivalent,None,Short-term on-the-job training
4,51-2041,Structural Metal Fabricators and Fitters,460,470,10,0.02173913,20,0,20,44890,43920,32320,51180,High school diploma or equivalent,None,Moderate-term on-the-job training
4,51-2092,Team Assemblers,4240,4290,50,0.011792453,100,30,70,26800,24210,17890,31260,High school diploma or equivalent,None,Moderate-term on-the-job training
4,51-2099,"Assemblers and Fabricators, All Other",1700,1760,60,0.035294118,60,30,30,25900,23840,18380,29650,High school diploma or equivalent,None,Moderate-term on-the-job training
3,51-3000,Food Processing Workers,11320,11910,590,0.052120141,580,300,280,n/a,n/a,n/a,n/a, , , 
4,51-3011,Bakers,4850,5050,200,0.041237113,210,100,110,26730,24130,17590,31300,Less than high school,None,Long-term on-the-job training
4,51-3021,Butchers and Meat Cutters,1530,1650,120,0.078431373,100,60,40,45660,50130,29640,53660,Less than high school,None,Long-term on-the-job training
4,51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",2450,2640,190,0.07755102,150,90,60,25920,21630,16950,30400,Less than high school,None,Short-term on-the-job training
4,51-3092,Food Batchmakers,1570,1620,50,0.031847134,70,20,50,24900,19540,16980,28870,High school diploma or equivalent,None,Moderate-term on-the-job training
4,51-3093,Food Cooking Machine Operators and Tenders,480,510,30,0.0625,20,10,10,29940,27920,19010,35410,High school diploma or equivalent,None,Moderate-term on-the-job training
3,51-4000,Metal Workers and Plastic Workers,6320,6310,-10,-0.001582278,150,30,120,n/a,n/a,n/a,n/a, , , 
4,51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",680,660,-20,-0.029411765,10,0,10,30490,28880,19310,36080,High school diploma or equivalent,None,Moderate-term on-the-job training
4,51-4041,Machinists,1660,1680,20,0.012048193,50,10,40,50060,43930,28960,60610,High school diploma or equivalent,None,Long-term on-the-job training
4,51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",300,280,-20,-0.066666667,0,0,0,26320,24120,18250,30360,High school diploma or equivalent,None,Moderate-term on-the-job training
4,51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",370,370,0,0,10,0,10,32220,31940,21820,37410,High school diploma or equivalent,None,Moderate-term on-the-job training
4,51-4111,Tool and Die Makers,300,290,-10,-0.033333333,0,0,0,46080,41100,30550,53840,High school diploma or equivalent,None,Long-term on-the-job training
4,51-4121,"Welders, Cutters, Solderers, and Brazers",1590,1610,20,0.012578616,50,10,40,41640,36690,25980,49470,High school diploma or equivalent,None,Moderate-term on-the-job training
3,51-5100,Printing Workers,4890,4810,-80,-0.016359918,90,0,90,n/a,n/a,n/a,n/a, , , 
4,51-5112,Printing Press Operators,3420,3370,-50,-0.014619883,60,0,60,42130,38370,26150,50130,High school diploma or equivalent,None,Moderate-term on-the-job training
3,51-6000,"Textile, Apparel, and Furnishings Workers",24740,24990,250,0.010105093,530,150,380,n/a,n/a,n/a,n/a, , , 
4,51-6011,Laundry and Dry-Cleaning Workers,7270,7470,200,0.027510316,310,100,210,24190,20800,16900,27840,Less than high school,None,Short-term on-the-job training
4,51-6021,"Pressers, Textile, Garment, and Related Materials",1350,1370,20,0.014814815,20,10,10,19540,18590,16970,20830,Less than high school,None,Short-term on-the-job training
4,51-6031,Sewing Machine Operators,8940,8920,-20,-0.002237136,50,0,50,25620,21920,17040,29910,Less than high school,None,Short-term on-the-job training
4,51-6041,Shoe and Leather Workers and Repairers,540,530,-10,-0.018518519,10,0,10,22640,22570,19370,24280,High school diploma or equivalent,None,Moderate-term on-the-job training
4,51-6051,"Sewers, Hand",940,950,10,0.010638298,20,10,10,25080,23030,19320,27960,Less than high school,None,Moderate-term on-the-job training
4,51-6052,"Tailors, Dressmakers, and Custom Sewers",2230,2270,40,0.01793722,50,20,30,39650,35990,23600,47680,Less than high school,None,Moderate-term on-the-job training
4,51-6062,"Textile Cutting Machine Setters, Operators, and Tenders",740,750,10,0.013513514,20,10,10,26790,21190,17040,31670,High school diploma or equivalent,None,Moderate-term on-the-job training
4,51-6063,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",300,310,10,0.033333333,20,10,10,22090,20030,16930,24660,High school diploma or equivalent,None,Moderate-term on-the-job training
4,51-6092,Fabric and Apparel Patternmakers,1180,1190,10,0.008474576,20,0,20,65770,69140,37930,79690,High school diploma or equivalent,None,Moderate-term on-the-job training
4,51-6093,Upholsterers,770,760,-10,-0.012987013,20,0,20,43560,44480,24830,52920,High school diploma or equivalent,None,Moderate-term on-the-job training
4,51-6099,"Textile, Apparel, and Furnishings Workers, All Other",330,330,0,0,0,0,0,n/a,n/a,n/a,n/a,High school diploma or equivalent,None,Short-term on-the-job training
3,51-7000,Woodworkers,2320,2340,20,0.00862069,40,10,30,n/a,n/a,n/a,n/a, , , 
4,51-7011,Cabinetmakers and Bench Carpenters,1490,1510,20,0.013422819,20,10,10,37330,33790,24570,43710,High school diploma or equivalent,None,Moderate-term on-the-job training
4,51-7021,Furniture Finishers,420,420,0,0,10,0,10,41460,37830,32510,45930,High school diploma or equivalent,None,Short-term on-the-job training
3,51-8000,Plant and System Operators,4570,4600,30,0.006564551,150,20,130,n/a,n/a,n/a,n/a, , , 
4,51-8021,Stationary Engineers and Boiler Operators,2320,2360,40,0.017241379,80,20,60,81200,76680,56600,93510,High school diploma or equivalent,None,Long-term on-the-job training
4,51-8031,Water and Wastewater Treatment Plant and System Operators,1160,1170,10,0.00862069,40,0,40,68750,69270,60970,72640,High school diploma or equivalent,None,Long-term on-the-job training
3,51-9000,Other Production Occupations,21030,21320,290,0.013789824,680,190,490,n/a,n/a,n/a,n/a, , , 
4,51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",330,330,0,0,10,0,10,31270,24940,16930,38440,High school diploma or equivalent,None,Moderate-term on-the-job training
4,51-9022,"Grinding and Polishing Workers, Hand",400,400,0,0,10,0,10,29860,26570,19310,35130,Less than high school,None,Moderate-term on-the-job training
4,51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",900,900,0,0,30,0,30,29810,28210,19750,34840,High school diploma or equivalent,None,Moderate-term on-the-job training
4,51-9031,"Cutters and Trimmers, Hand",270,270,0,0,10,0,10,39220,42400,22410,47630,Less than high school,None,Short-term on-the-job training
4,51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",260,260,0,0,0,0,0,31930,32780,20800,37500,High school diploma or equivalent,None,Short-term on-the-job training
4,51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",390,400,10,0.025641026,10,0,10,26790,21060,16800,31790,High school diploma or equivalent,None,Moderate-term on-the-job training
4,51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",3560,3610,50,0.014044944,100,20,80,37800,32680,19750,46830,High school diploma or equivalent,None,Moderate-term on-the-job training
4,51-9071,Jewelers and Precious Stone and Metal Workers,2980,2930,-50,-0.016778523,60,0,60,38890,36270,23800,46430,High school diploma or equivalent,None,Long-term on-the-job training
4,51-9081,Dental Laboratory Technicians,440,450,10,0.022727273,20,10,10,35630,34600,23030,41930,High school diploma or equivalent,None,Moderate-term on-the-job training
4,51-9111,Packaging and Filling Machine Operators and Tenders,3380,3490,110,0.032544379,140,60,80,25040,19720,16930,29100,High school diploma or equivalent,None,Moderate-term on-the-job training
4,51-9121,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",330,330,0,0,10,0,10,26870,22610,16880,31870,High school diploma or equivalent,None,Moderate-term on-the-job training
